amphoe_name,province_name,pm25_mean,pm25_std,pm25_min,pm25_max,data_points,latitude,longitude,air_quality_category,air_quality_color,
แม่สะเรียง,แม่ฮ่องสอน,26.47,18.68,8.31,78.79,366,18.28,97.783,Unhealthy for Sensitive,#ff7e00,แม่สะเรียง|แม่ฮ่องสอน
ขุนยวม,แม่ฮ่องสอน,27.29,23.99,7.36,100.29,366,18.832,97.902,Unhealthy for Sensitive,#ff7e00,ขุนยวม|แม่ฮ่องสอน
สบเมย,แม่ฮ่องสอน,26.26,17.58,8.43,73.75,366,17.914,97.965,Unhealthy for Sensitive,#ff7e00,สบเมย|แม่ฮ่องสอน
แม่ลาน้อย,แม่ฮ่องสอน,26.78,19.86,8.09,84.37,366,18.481,97.982,Unhealthy for Sensitive,#ff7e00,แม่ลาน้อย|แม่ฮ่องสอน
เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,28.61,36.98,3.64,166.95,366,19.265,98.005,Unhealthy for Sensitive,#ff7e00,เมืองแม่ฮ่องสอน|แม่ฮ่องสอน
ท่าสองยาง,ตาก,26.04,16.86,8.42,70.2,366,17.482,98.121,Unhealthy for Sensitive,#ff7e00,ท่าสองยาง|ตาก
ปางมะผ้า,แม่ฮ่องสอน,27.75,27.19,6.6,116.27,366,19.584,98.196,Unhealthy for Sensitive,#ff7e00,ปางมะผ้า|แม่ฮ่องสอน
แม่แจ่ม,เชียงใหม่,27.12,20.58,8.03,91.51,366,18.671,98.308,Unhealthy for Sensitive,#ff7e00,แม่แจ่ม|เชียงใหม่
ท้ายเหมือง,พังงา,17.19,5.42,10.38,31.33,366,8.493,98.312,Moderate,#ffff00,ท้ายเหมือง|พังงา
กะทู้,ภูเก็ต,15.5,4.06,10.06,29.12,366,7.917,98.314,Moderate,#ffff00,กะทู้|ภูเก็ต
ตะกั่วป่า,พังงา,17.98,6.12,10.18,33.85,366,8.845,98.326,Moderate,#ffff00,ตะกั่วป่า|พังงา
อมก๋อย,เชียงใหม่,26.26,17.38,8.32,71.52,366,17.68,98.336,Unhealthy for Sensitive,#ff7e00,อมก๋อย|เชียงใหม่
ถลาง,ภูเก็ต,15.69,4.19,10.59,29.31,366,8.055,98.346,Moderate,#ffff00,ถลาง|ภูเก็ต
เมืองภูเก็ต,ภูเก็ต,15.45,4.03,9.93,29.07,366,7.854,98.36,Moderate,#ffff00,เมืองภูเก็ต|ภูเก็ต
คุระบุรี,พังงา,18.46,6.54,10.1,35.54,366,9.165,98.371,Moderate,#ffff00,คุระบุรี|พังงา
ตะกั่วทุ่ง,พังงา,16.45,4.79,10.6,30.14,366,8.269,98.412,Moderate,#ffff00,ตะกั่วทุ่ง|พังงา
ปาย,แม่ฮ่องสอน,27.62,24.61,7.36,104.15,366,19.326,98.419,Unhealthy for Sensitive,#ff7e00,ปาย|แม่ฮ่องสอน
กะปง,พังงา,17.58,5.81,10.17,32.5,366,8.74,98.466,Moderate,#ffff00,กะปง|พังงา
ฮอด,เชียงใหม่,26.65,18.5,8.19,81.21,366,18.114,98.477,Unhealthy for Sensitive,#ff7e00,ฮอด|เชียงใหม่
เมืองพังงา,พังงา,17.01,5.3,10.32,30.71,366,8.468,98.514,Moderate,#ffff00,เมืองพังงา|พังงา
สุขสำราญ,ระนอง,18.77,6.8,10.06,36.65,366,9.415,98.521,Moderate,#ffff00,สุขสำราญ|ระนอง
สังขละบุรี,กาญจนบุรี,24.37,12.05,10.1,53.16,366,15.198,98.526,Moderate,#ffff00,สังขละบุรี|กาญจนบุรี
เกาะยาว,พังงา,15.87,4.33,10.63,29.24,366,8.003,98.589,Moderate,#ffff00,เกาะยาว|พังงา
จอมทอง,เชียงใหม่,26.94,19.21,8.14,88.5,366,18.372,98.604,Unhealthy for Sensitive,#ff7e00,จอมทอง|เชียงใหม่
เมืองระนอง,ระนอง,19.74,7.58,10.13,40.21,366,9.875,98.612,Moderate,#ffff00,เมืองระนอง|ระนอง
แม่ระมาด,ตาก,26.14,17.63,7.65,81.23,366,17.078,98.618,Unhealthy for Sensitive,#ff7e00,แม่ระมาด|ตาก
กะเปอร์,ระนอง,18.74,6.79,10.03,36.59,366,9.565,98.62,Moderate,#ffff00,กะเปอร์|ระนอง
ทับปุด,พังงา,17.01,5.34,10.21,30.58,366,8.531,98.632,Moderate,#ffff00,ทับปุด|พังงา
สะเมิง,เชียงใหม่,27.68,20.95,8.34,102.51,366,18.91,98.636,Unhealthy for Sensitive,#ff7e00,สะเมิง|เชียงใหม่
แม่วาง,เชียงใหม่,27.41,20.25,8.25,99.68,366,18.666,98.655,Unhealthy for Sensitive,#ff7e00,แม่วาง|เชียงใหม่
เวียงแหง,เชียงใหม่,27.47,21.96,7.96,96.3,366,19.589,98.663,Unhealthy for Sensitive,#ff7e00,เวียงแหง|เชียงใหม่
ดอยเต่า,เชียงใหม่,26.54,18.11,8.14,77.34,366,17.906,98.675,Unhealthy for Sensitive,#ff7e00,ดอยเต่า|เชียงใหม่
ทองผาภูมิ,กาญจนบุรี,24.07,11.39,10.33,53.01,366,14.832,98.69,Moderate,#ffff00,ทองผาภูมิ|กาญจนบุรี
พนม,สุราษฎร์ธานี,17.26,5.61,10,31.39,366,8.803,98.701,Moderate,#ffff00,พนม|สุราษฎร์ธานี
แม่สอด,ตาก,26.25,19.14,6.73,94.14,366,16.749,98.711,Unhealthy for Sensitive,#ff7e00,แม่สอด|ตาก
เวียงหนองล่อง,ลำพูน,26.98,19.23,8.12,90.16,366,18.415,98.748,Unhealthy for Sensitive,#ff7e00,เวียงหนองล่อง|ลำพูน
อ่าวลึก,กระบี่,16.67,5.06,10.23,29.54,366,8.364,98.75,Moderate,#ffff00,อ่าวลึก|กระบี่
ดอยหล่อ,เชียงใหม่,27.13,19.56,8.16,94.5,366,18.533,98.754,Unhealthy for Sensitive,#ff7e00,ดอยหล่อ|เชียงใหม่
ละอุ่น,ระนอง,20.12,7.89,10.17,41.7,366,10.082,98.782,Moderate,#ffff00,ละอุ่น|ระนอง
พะโต๊ะ,ชุมพร,19.27,7.21,10.07,38.59,366,9.813,98.799,Moderate,#ffff00,พะโต๊ะ|ชุมพร
สามเงา,ตาก,26.34,17.42,8.07,74.23,366,17.402,98.805,Unhealthy for Sensitive,#ff7e00,สามเงา|ตาก
พบพระ,ตาก,25.92,16.91,7.82,77.73,366,16.475,98.822,Unhealthy for Sensitive,#ff7e00,พบพระ|ตาก
บ้านโฮ่ง,ลำพูน,26.85,18.92,8.05,85.81,366,18.267,98.824,Unhealthy for Sensitive,#ff7e00,บ้านโฮ่ง|ลำพูน
ปลายพระยา,กระบี่,16.82,5.24,10.06,30,366,8.548,98.831,Moderate,#ffff00,ปลายพระยา|กระบี่
กระบุรี,ระนอง,20.96,8.56,10.26,44.84,366,10.462,98.846,Moderate,#ffff00,กระบุรี|ระนอง
วิภาวดี,สุราษฎร์ธานี,17.03,5.55,9.78,30.44,366,9.243,98.846,Moderate,#ffff00,วิภาวดี|สุราษฎร์ธานี
เมืองกระบี่,กระบี่,16.23,4.73,10.27,28.48,366,8.138,98.848,Moderate,#ffff00,เมืองกระบี่|กระบี่
แม่แตง,เชียงใหม่,27.72,20.96,8.36,101.63,366,19.181,98.851,Unhealthy for Sensitive,#ff7e00,แม่แตง|เชียงใหม่
สันป่าตอง,เชียงใหม่,27.13,19.58,8.15,97.13,366,18.606,98.877,Unhealthy for Sensitive,#ff7e00,สันป่าตอง|เชียงใหม่
อุ้มผาง,ตาก,25.08,13.66,9.48,59.74,366,15.799,98.877,Hazardous,#7e0023,อุ้มผาง|ตาก
แม่ริม,เชียงใหม่,28.51,21.46,9,111.79,366,18.941,98.878,Unhealthy for Sensitive,#ff7e00,แม่ริม|เชียงใหม่
หางดง,เชียงใหม่,27.78,21.34,8.24,115.14,366,18.735,98.879,Unhealthy for Sensitive,#ff7e00,หางดง|เชียงใหม่
ลี้,ลำพูน,26.54,18.06,8.03,75.79,366,17.788,98.885,Unhealthy for Sensitive,#ff7e00,ลี้|ลำพูน
ป่าซาง,ลำพูน,26.89,18.95,8.1,88.35,366,18.419,98.887,Unhealthy for Sensitive,#ff7e00,ป่าซาง|ลำพูน
เชียงดาว,เชียงใหม่,27.49,21.11,8.14,95.23,366,19.505,98.91,Unhealthy for Sensitive,#ff7e00,เชียงดาว|เชียงใหม่
ไทรโยค,กาญจนบุรี,23.64,10.77,10.53,53.47,366,14.26,98.924,Moderate,#ffff00,ไทรโยค|กาญจนบุรี
คีรีรัฐนิคม,สุราษฎร์ธานี,16.51,5.2,9.72,28.76,366,9.012,98.932,Moderate,#ffff00,คีรีรัฐนิคม|สุราษฎร์ธานี
ท่าฉาง,สุราษฎร์ธานี,17.01,5.55,9.75,30.35,366,9.343,98.944,Moderate,#ffff00,ท่าฉาง|สุราษฎร์ธานี
เมืองเชียงใหม่,เชียงใหม่,27.24,22.29,7.36,128.94,366,18.791,98.955,Unhealthy for Sensitive,#ff7e00,เมืองเชียงใหม่|เชียงใหม่
ท่าชนะ,สุราษฎร์ธานี,17.91,6.19,9.87,33.67,366,9.601,98.992,Moderate,#ffff00,ท่าชนะ|สุราษฎร์ธานี
สวี,ชุมพร,20.41,8.11,10.2,42.89,366,10.24,99.017,Moderate,#ffff00,สวี|ชุมพร
สารภี,เชียงใหม่,27.23,20.72,7.86,111.19,366,18.698,99.02,Unhealthy for Sensitive,#ff7e00,สารภี|เชียงใหม่
ละแม,ชุมพร,18.69,6.76,9.98,36.54,366,9.757,99.022,Moderate,#ffff00,ละแม|ชุมพร
สันทราย,เชียงใหม่,28.44,21.45,8.91,112.3,366,18.955,99.03,Unhealthy for Sensitive,#ff7e00,สันทราย|เชียงใหม่
เหนือคลอง,กระบี่,15.83,4.54,10.06,27.06,366,8.032,99.037,Moderate,#ffff00,เหนือคลอง|กระบี่
หลังสวน,ชุมพร,19.44,7.34,10.08,39.31,366,9.94,99.046,Moderate,#ffff00,หลังสวน|ชุมพร
ทุ่งตะโก,ชุมพร,19.97,7.76,10.14,41.27,366,10.092,99.05,Moderate,#ffff00,ทุ่งตะโก|ชุมพร
แม่พริก,ลำปาง,26.51,17.76,8,74.7,366,17.503,99.054,Unhealthy for Sensitive,#ff7e00,แม่พริก|ลำปาง
ทุ่งหัวช้าง,ลำพูน,26.73,18.66,7.86,80.19,366,17.976,99.057,Unhealthy for Sensitive,#ff7e00,ทุ่งหัวช้าง|ลำพูน
เมืองลำพูน,ลำพูน,26.48,17.9,6.96,79.35,366,18.552,99.059,Unhealthy for Sensitive,#ff7e00,เมืองลำพูน|ลำพูน
ไชยา,สุราษฎร์ธานี,17.48,5.88,9.81,32.08,366,9.442,99.067,Moderate,#ffff00,ไชยา|สุราษฎร์ธานี
ชัยบุรี,สุราษฎร์ธานี,16.43,4.99,9.94,28.89,366,8.451,99.071,Moderate,#ffff00,ชัยบุรี|สุราษฎร์ธานี
เกาะลันตา,กระบี่,15.06,4.13,9.89,25.58,366,7.681,99.075,Moderate,#ffff00,เกาะลันตา|กระบี่
บ้านตาก,ตาก,26.48,17.57,7.88,77.28,366,17.109,99.075,Unhealthy for Sensitive,#ff7e00,บ้านตาก|ตาก
แม่ทา,ลำพูน,26.85,18.86,7.98,85.3,366,18.381,99.083,Unhealthy for Sensitive,#ff7e00,แม่ทา|ลำพูน
ท่าแซะ,ชุมพร,21.42,8.93,10.31,46.76,366,10.771,99.095,Moderate,#ffff00,ท่าแซะ|ชุมพร
เมืองชุมพร,ชุมพร,20.9,8.51,10.25,44.76,366,10.462,99.102,Moderate,#ffff00,เมืองชุมพร|ชุมพร
เคียนซา,สุราษฎร์ธานี,16.33,5.02,9.75,28.18,366,8.742,99.115,Moderate,#ffff00,เคียนซา|สุราษฎร์ธานี
พระแสง,สุราษฎร์ธานี,16.45,5.04,9.87,28.87,366,8.555,99.117,Moderate,#ffff00,พระแสง|สุราษฎร์ธานี
เขาพนม,กระบี่,16.15,4.79,9.96,28.13,366,8.273,99.12,Moderate,#ffff00,เขาพนม|กระบี่
ศรีสวัสดิ์,กาญจนบุรี,23.94,11.07,10.43,53.58,366,14.668,99.122,Moderate,#ffff00,ศรีสวัสดิ์|กาญจนบุรี
วังเจ้า,ตาก,26.17,17.28,7.62,73.64,366,16.62,99.128,Unhealthy for Sensitive,#ff7e00,วังเจ้า|ตาก
พุนพิน,สุราษฎร์ธานี,15.55,4.69,9.02,27.97,366,9.029,99.144,Moderate,#ffff00,พุนพิน|สุราษฎร์ธานี
เสริมงาม,ลำปาง,26.92,19.1,7.73,82.88,366,18.09,99.16,Unhealthy for Sensitive,#ff7e00,เสริมงาม|ลำปาง
บ้านธิ,ลำพูน,27.01,19.39,8.06,94.68,366,18.648,99.16,Unhealthy for Sensitive,#ff7e00,บ้านธิ|ลำพูน
ฝาง,เชียงใหม่,27.9,22.21,8.21,104.31,366,19.885,99.163,Unhealthy for Sensitive,#ff7e00,ฝาง|เชียงใหม่
สันกำแพง,เชียงใหม่,27.32,20.3,8.06,104.17,366,18.735,99.163,Unhealthy for Sensitive,#ff7e00,สันกำแพง|เชียงใหม่
เมืองตาก,ตาก,26.5,17.64,7.74,77.37,366,16.89,99.166,Unhealthy for Sensitive,#ff7e00,เมืองตาก|ตาก
ไชยปราการ,เชียงใหม่,27.64,21.49,8.13,99.36,366,19.681,99.173,Unhealthy for Sensitive,#ff7e00,ไชยปราการ|เชียงใหม่
คลองท่อม,กระบี่,15.05,4.17,9.8,25.51,366,7.901,99.2,Moderate,#ffff00,คลองท่อม|กระบี่
ดอยสะเก็ด,เชียงใหม่,27.64,20.66,8.27,104.32,366,18.939,99.216,Unhealthy for Sensitive,#ff7e00,ดอยสะเก็ด|เชียงใหม่
พร้าว,เชียงใหม่,27.5,20.64,8.12,96.19,366,19.294,99.218,Unhealthy for Sensitive,#ff7e00,พร้าว|เชียงใหม่
คลองลาน,กำแพงเพชร,25.81,16.38,7.91,67.82,366,16.25,99.231,Unhealthy for Sensitive,#ff7e00,คลองลาน|กำแพงเพชร
บ้านนาเดิม,สุราษฎร์ธานี,15.58,4.68,9.14,27.76,366,8.899,99.273,Moderate,#ffff00,บ้านนาเดิม|สุราษฎร์ธานี
ห้างฉัตร,ลำปาง,27.35,19.78,7.62,86.91,366,18.343,99.276,Unhealthy for Sensitive,#ff7e00,ห้างฉัตร|ลำปาง
โกสัมพีนคร,กำแพงเพชร,26.27,18.35,6.83,75.48,366,16.576,99.285,Unhealthy for Sensitive,#ff7e00,โกสัมพีนคร|กำแพงเพชร
เถิน,ลำปาง,26.65,18.1,7.86,76.07,366,17.566,99.287,Unhealthy for Sensitive,#ff7e00,เถิน|ลำปาง
สวนผึ้ง,ราชบุรี,23.36,10.51,10.64,53.95,366,13.551,99.293,Moderate,#ffff00,สวนผึ้ง|ราชบุรี
แม่ออน,เชียงใหม่,27.13,19.88,7.94,95.54,366,18.744,99.298,Unhealthy for Sensitive,#ff7e00,แม่ออน|เชียงใหม่
ปางศิลาทอง,กำแพงเพชร,25.55,14.99,8.72,62.89,366,16.027,99.312,Unhealthy for Sensitive,#ff7e00,ปางศิลาทอง|กำแพงเพชร
ด่านมะขามเตี้ย,กาญจนบุรี,23.44,10.85,10.46,54.61,366,13.839,99.325,Moderate,#ffff00,ด่านมะขามเตี้ย|กาญจนบุรี
เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,14.94,4.45,7.94,27.82,366,9.1,99.325,Moderate,#ffff00,เมืองสุราษฎร์ธานี|สุราษฎร์ธานี
แม่อาย,เชียงใหม่,28.36,23.59,8.05,113.85,366,20.001,99.328,Unhealthy for Sensitive,#ff7e00,แม่อาย|เชียงใหม่
เมืองกาญจนบุรี,กาญจนบุรี,23.49,11.1,10.33,54.91,366,14.073,99.33,Moderate,#ffff00,เมืองกาญจนบุรี|กาญจนบุรี
บ้านไร่,อุทัยธานี,24.76,12.16,10.18,54.4,366,15.227,99.331,Moderate,#ffff00,บ้านไร่|อุทัยธานี
ลำทับ,กระบี่,15.27,4.28,9.78,25.7,366,8.045,99.335,Moderate,#ffff00,ลำทับ|กระบี่
บางสะพานน้อย,ประจวบคีรีขันธ์,21.73,9.18,10.34,48.2,366,11.065,99.336,Moderate,#ffff00,บางสะพานน้อย|ประจวบคีรีขันธ์
สบปราบ,ลำปาง,26.7,18.8,7.63,79.99,366,17.897,99.336,Unhealthy for Sensitive,#ff7e00,สบปราบ|ลำปาง
ปะทิว,ชุมพร,21.45,8.95,10.31,47.05,366,10.812,99.34,Moderate,#ffff00,ปะทิว|ชุมพร
เกาะคา,ลำปาง,27.49,19.97,7.5,86.73,366,18.139,99.345,Unhealthy for Sensitive,#ff7e00,เกาะคา|ลำปาง
สิเกา,ตรัง,12.99,3.44,8.2,24.94,366,7.6,99.356,Moderate,#ffff00,สิเกา|ตรัง
เวียงสระ,สุราษฎร์ธานี,16.09,4.82,9.73,27.84,366,8.6,99.357,Moderate,#ffff00,เวียงสระ|สุราษฎร์ธานี
ทุ่งใหญ่,นครศรีธรรมราช,15.74,4.55,9.78,27.13,366,8.292,99.373,Moderate,#ffff00,ทุ่งใหญ่|นครศรีธรรมราช
ถ้ำพรรณรา,นครศรีธรรมราช,15.97,4.71,9.76,27.75,366,8.461,99.381,Moderate,#ffff00,ถ้ำพรรณรา|นครศรีธรรมราช
บ้านคา,ราชบุรี,23.23,10.39,10.65,53.73,366,13.322,99.387,Moderate,#ffff00,บ้านคา|ราชบุรี
แม่เปิน,นครสวรรค์,25.21,13.4,9.64,57.52,366,15.69,99.39,Unhealthy for Sensitive,#ff7e00,แม่เปิน|นครสวรรค์
แม่วงก์,นครสวรรค์,25.34,13.89,9.39,59.21,366,15.839,99.401,Unhealthy for Sensitive,#ff7e00,แม่วงก์|นครสวรรค์
บ้านนาสาร,สุราษฎร์ธานี,15.87,4.77,9.61,27.61,366,8.813,99.403,Moderate,#ffff00,บ้านนาสาร|สุราษฎร์ธานี
วังวิเศษ,ตรัง,13.32,3.53,8.5,24.98,366,7.748,99.413,Moderate,#ffff00,วังวิเศษ|ตรัง
ลานสัก,อุทัยธานี,25.22,12.93,9.95,55.38,366,15.515,99.414,Unhealthy for Sensitive,#ff7e00,ลานสัก|อุทัยธานี
หนองปรือ,กาญจนบุรี,23.95,11.03,10.4,53.76,366,14.675,99.416,Moderate,#ffff00,หนองปรือ|กาญจนบุรี
เวียงป่าเป้า,เชียงราย,27.51,20.76,7.87,95.82,366,19.285,99.436,Unhealthy for Sensitive,#ff7e00,เวียงป่าเป้า|เชียงราย
บ่อพลอย,กาญจนบุรี,23.63,10.84,10.41,53.91,366,14.404,99.441,Moderate,#ffff00,บ่อพลอย|กาญจนบุรี
บางสะพาน,ประจวบคีรีขันธ์,21.9,9.32,10.36,49.06,366,11.29,99.445,Moderate,#ffff00,บางสะพาน|ประจวบคีรีขันธ์
เมืองปาน,ลำปาง,26.86,19.74,7.69,89.71,366,18.792,99.452,Unhealthy for Sensitive,#ff7e00,เมืองปาน|ลำปาง
แก่งกระจาน,เพชรบุรี,22.73,9.99,10.48,52.76,366,12.86,99.464,Moderate,#ffff00,แก่งกระจาน|เพชรบุรี
แม่สรวย,เชียงราย,27.69,22.48,7.67,107.17,366,19.693,99.474,Unhealthy for Sensitive,#ff7e00,แม่สรวย|เชียงราย
หนองหญ้าปล้อง,เพชรบุรี,23.05,10.24,10.62,53.38,366,13.128,99.474,Moderate,#ffff00,หนองหญ้าปล้อง|เพชรบุรี
กันตัง,ตรัง,12.78,3.37,8.05,24.85,366,7.4,99.48,Moderate,#ffff00,กันตัง|ตรัง
บางขัน,นครศรีธรรมราช,14.71,4,9.63,25.32,366,8.005,99.48,Moderate,#ffff00,บางขัน|นครศรีธรรมราช
บ้านด่านลานหอย,สุโขทัย,28.08,20.25,7.26,92.88,366,17.059,99.491,Unhealthy for Sensitive,#ff7e00,บ้านด่านลานหอย|สุโขทัย
ด่านช้าง,สุพรรณบุรี,24.31,11.38,10.35,54.3,366,14.883,99.508,Moderate,#ffff00,ด่านช้าง|สุพรรณบุรี
เมืองกำแพงเพชร,กำแพงเพชร,26.04,19.99,5.29,82.97,366,16.426,99.509,Unhealthy for Sensitive,#ff7e00,เมืองกำแพงเพชร|กำแพงเพชร
จอมบึง,ราชบุรี,23.5,10.75,10.56,54.74,366,13.64,99.519,Moderate,#ffff00,จอมบึง|ราชบุรี
ฉวาง,นครศรีธรรมราช,15.63,4.49,9.67,27.7,366,8.479,99.53,Moderate,#ffff00,ฉวาง|นครศรีธรรมราช
ห้วยคต,อุทัยธานี,25.17,12.55,10.17,55.51,366,15.303,99.53,Unhealthy for Sensitive,#ff7e00,ห้วยคต|อุทัยธานี
เมืองลำปาง,ลำปาง,26.95,20.13,7.11,87.07,366,18.412,99.535,Unhealthy for Sensitive,#ff7e00,เมืองลำปาง|ลำปาง
กาญจนดิษฐ์,สุราษฎร์ธานี,15.61,4.71,9.15,27.78,366,9.072,99.544,Moderate,#ffff00,กาญจนดิษฐ์|สุราษฎร์ธานี
นาบอน,นครศรีธรรมราช,15.34,4.3,9.67,26.95,366,8.269,99.551,Moderate,#ffff00,นาบอน|นครศรีธรรมราช
พรานกระต่าย,กำแพงเพชร,26.81,19.02,6.8,80.54,366,16.71,99.552,Unhealthy for Sensitive,#ff7e00,พรานกระต่าย|กำแพงเพชร
ทุ่งเสลี่ยม,สุโขทัย,27.33,18.93,7.63,83.61,366,17.356,99.553,Unhealthy for Sensitive,#ff7e00,ทุ่งเสลี่ยม|สุโขทัย
ชุมตาบง,นครสวรรค์,25.38,13.36,9.76,56.85,366,15.679,99.555,Unhealthy for Sensitive,#ff7e00,ชุมตาบง|นครสวรรค์
ทับสะแก,ประจวบคีรีขันธ์,22.02,9.43,10.36,49.85,366,11.546,99.565,Moderate,#ffff00,ทับสะแก|ประจวบคีรีขันธ์
แม่ทะ,ลำปาง,26.63,19.58,7.14,84.76,366,18.105,99.572,Unhealthy for Sensitive,#ff7e00,แม่ทะ|ลำปาง
หาดสำราญ,ตรัง,13.72,3.45,9.29,24.74,366,7.237,99.583,Moderate,#ffff00,หาดสำราญ|ตรัง
พิปูน,นครศรีธรรมราช,15.64,4.51,9.64,27.85,366,8.598,99.6,Moderate,#ffff00,พิปูน|นครศรีธรรมราช
ท่าม่วง,กาญจนบุรี,23.45,11.34,10.21,55.63,366,13.918,99.603,Moderate,#ffff00,ท่าม่วง|กาญจนบุรี
ห้วยยอด,ตรัง,13.01,3.44,8.2,24.82,366,7.792,99.606,Moderate,#ffff00,ห้วยยอด|ตรัง
เมืองตรัง,ตรัง,11.88,3.3,7.06,24.98,366,7.609,99.619,Good,#00e400,เมืองตรัง|ตรัง
ช้างกลาง,นครศรีธรรมราช,15.19,4.23,9.39,27.35,366,8.355,99.629,Moderate,#ffff00,ช้างกลาง|นครศรีธรรมราช
วังชิ้น,แพร่,26.36,18.59,7.45,78.39,366,17.863,99.637,Unhealthy for Sensitive,#ff7e00,วังชิ้น|แพร่
วังเหนือ,ลำปาง,27.74,21.17,7.42,98.55,366,19.146,99.639,Unhealthy for Sensitive,#ff7e00,วังเหนือ|ลำปาง
แจ้ห่ม,ลำปาง,26.32,19.57,7.28,86.52,366,18.751,99.65,Unhealthy for Sensitive,#ff7e00,แจ้ห่ม|ลำปาง
ทุ่งสง,นครศรีธรรมราช,14.96,4.07,9.62,25.78,366,8.115,99.657,Moderate,#ffff00,ทุ่งสง|นครศรีธรรมราช
ปากท่อ,ราชบุรี,23.41,10.85,10.33,55,366,13.365,99.658,Moderate,#ffff00,ปากท่อ|ราชบุรี
แม่ฟ้าหลวง,เชียงราย,31.44,29.98,8.62,151.86,366,20.251,99.66,Unhealthy for Sensitive,#ff7e00,แม่ฟ้าหลวง|เชียงราย
รัษฎา,ตรัง,14.23,3.77,9.38,25,366,7.939,99.666,Moderate,#ffff00,รัษฎา|ตรัง
ขาณุวรลักษบุรี,กำแพงเพชร,25.56,14.61,8.9,61.17,366,16.016,99.671,Unhealthy for Sensitive,#ff7e00,ขาณุวรลักษบุรี|กำแพงเพชร
ห้วยกระเจา,กาญจนบุรี,23.54,10.74,10.31,53.43,366,14.341,99.675,Moderate,#ffff00,ห้วยกระเจา|กาญจนบุรี
นบพิตำ,นครศรีธรรมราช,15.83,4.65,9.64,27.97,366,8.755,99.676,Moderate,#ffff00,นบพิตำ|นครศรีธรรมราช
พนมทวน,กาญจนบุรี,23.47,10.91,10.35,54.51,366,14.158,99.685,Moderate,#ffff00,พนมทวน|กาญจนบุรี
คลองขลุง,กำแพงเพชร,25.89,16.48,7.77,67.62,366,16.223,99.686,Unhealthy for Sensitive,#ff7e00,คลองขลุง|กำแพงเพชร
เลาขวัญ,กาญจนบุรี,23.78,10.92,10.19,53.17,366,14.598,99.69,Moderate,#ffff00,เลาขวัญ|กาญจนบุรี
ดอนสัก,สุราษฎร์ธานี,16.44,5.15,9.66,28.76,366,9.203,99.691,Moderate,#ffff00,ดอนสัก|สุราษฎร์ธานี
แม่ลาว,เชียงราย,27.26,24.15,6.58,119.18,366,19.776,99.699,Unhealthy for Sensitive,#ff7e00,แม่ลาว|เชียงราย
ศรีสัชนาลัย,สุโขทัย,26.79,18.21,7.73,77,366,17.6,99.704,Unhealthy for Sensitive,#ff7e00,ศรีสัชนาลัย|สุโขทัย
หัวหิน,ประจวบคีรีขันธ์,21.88,9.96,9.36,53.04,366,12.515,99.705,Moderate,#ffff00,หัวหิน|ประจวบคีรีขันธ์
เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,22.07,9.53,10.29,50.71,366,11.873,99.72,Moderate,#ffff00,เมืองประจวบคีรีขันธ์|ประจวบคีรีขันธ์
สามร้อยยอด,ประจวบคีรีขันธ์,22.01,9.73,9.89,52.02,366,12.26,99.727,Moderate,#ffff00,สามร้อยยอด|ประจวบคีรีขันธ์
ปราณบุรี,ประจวบคีรีขันธ์,21.97,9.84,9.65,52.53,366,12.392,99.731,Moderate,#ffff00,ปราณบุรี|ประจวบคีรีขันธ์
คีรีมาศ,สุโขทัย,29.31,22.58,6.44,106.81,366,16.834,99.735,Unhealthy for Sensitive,#ff7e00,คีรีมาศ|สุโขทัย
กุยบุรี,ประจวบคีรีขันธ์,22.06,9.63,10.15,51.43,366,12.113,99.737,Moderate,#ffff00,กุยบุรี|ประจวบคีรีขันธ์
ย่านตาขาว,ตรัง,12.88,3.33,8.24,24.74,366,7.423,99.738,Moderate,#ffff00,ย่านตาขาว|ตรัง
ศรีสำโรง,สุโขทัย,29.7,23.23,6.43,111.45,366,17.163,99.74,Unhealthy for Sensitive,#ff7e00,ศรีสำโรง|สุโขทัย
นาโยง,ตรัง,12.49,3.32,7.74,24.76,366,7.559,99.744,Moderate,#ffff00,นาโยง|ตรัง
พาน,เชียงราย,27.68,22.29,7.47,106.2,366,19.56,99.751,Unhealthy for Sensitive,#ff7e00,พาน|เชียงราย
โพธาราม,ราชบุรี,23.63,10.95,10.49,55.35,366,13.71,99.753,Moderate,#ffff00,โพธาราม|ราชบุรี
สว่างอารมณ์,อุทัยธานี,25.78,13.43,9.82,58.72,366,15.603,99.762,Unhealthy for Sensitive,#ff7e00,สว่างอารมณ์|อุทัยธานี
ปะเหลียน,ตรัง,14.16,3.38,9.71,24.4,366,7.253,99.767,Moderate,#ffff00,ปะเหลียน|ตรัง
เมืองราชบุรี,ราชบุรี,24.72,12.68,9.28,59.41,366,13.542,99.767,Moderate,#ffff00,เมืองราชบุรี|ราชบุรี
หนองฉาง,อุทัยธานี,26.41,13.68,10.12,61.81,366,15.369,99.768,Unhealthy for Sensitive,#ff7e00,หนองฉาง|อุทัยธานี
เมืองเชียงราย,เชียงราย,26.67,25.1,5.71,130.9,366,19.916,99.773,Unhealthy for Sensitive,#ff7e00,เมืองเชียงราย|เชียงราย
